Retailer,Retailer ID,Invoice Date,Beverages,Days to Deliver,Delivery Company,Units Sold,Total Sales,Operating Profit,Price per Unit,Operating Margin (%),State,Region,City
Costco,1197831,2022-07-06,Diet Coke,23,DHL,7750,4263.0,1705.0,0.55,40.0,Manitoba,Prairies,Thompson
Costco,1197831,2022-07-06,Sprite,56,UPS,9250,4625.0,1850.0,0.5,40.0,Manitoba,Prairies,Portage la Prairie
Costco,1197831,2022-07-06,Fanta,55,USPS,5250,2625.0,1313.0,0.5,50.0,Manitoba,Prairies,Brandon
Costco,1197831,2022-07-06,Powerade,51,USPS,5250,2888.0,1011.0,0.55,35.0,Manitoba,Prairies,Winnipeg
Costco,1197831,2022-07-06,Dasani Water,17,FedEx,8000,5200.0,2860.0,0.65,55.0,Manitoba,Prairies,Steinbach
Costco,1197831,2022-08-08,Coca-Cola,26,DHL,7500,3750.0,1500.0,0.5,40.0,Manitoba,Prairies,Steinbach
Costco,1197831,2022-08-08,Diet Coke,32,DHL,7500,4125.0,1650.0,0.55,40.0,Saskatchewan,Prairies,Moose Jaw
Costco,1197831,2022-08-08,Sprite,34,USPS,9250,4625.0,1850.0,0.5,40.0,Saskatchewan,Prairies,Prince Albert
Costco,1197831,2022-08-08,Fanta,52,FedEx,4750,2375.0,1188.0,0.5,50.0,Saskatchewan,Prairies,Prince Albert
Costco,1197831,2022-08-08,Powerade,39,UPS,4750,2613.0,914.0,0.55,35.0,Saskatchewan,Prairies,Moose Jaw
Costco,1197831,2022-08-08,Dasani Water,23,FedEx,7250,4350.0,2393.0,0.6,55.0,Saskatchewan,Prairies,Yorkton
Costco,1197831,2022-09-05,Coca-Cola,28,UPS,6750,3713.0,1485.0,0.55,40.0,Saskatchewan,Prairies,Regina
Costco,1197831,2022-09-05,Diet Coke,46,FedEx,6250,3438.0,1375.0,0.55,40.0,Saskatchewan,Prairies,Saskatoon
Costco,1197831,2022-09-05,Sprite,40,DHL,6750,4050.0,1620.0,0.6,40.0,Saskatchewan,Prairies,Prince Albert
Costco,1197831,2022-09-05,Fanta,31,DHL,4000,2400.0,1200.0,0.6,50.0,Saskatchewan,Prairies,Yorkton
Costco,1197831,2022-09-05,Powerade,33,UPS,4000,2200.0,770.0,0.55,35.0,Saskatchewan,Prairies,Saskatoon
Costco,1197831,2022-09-05,Dasani Water,47,UPS,6250,3125.0,1719.0,0.5,55.0,Saskatchewan,Prairies,Yorkton
Costco,1197831,2022-10-04,Coca-Cola,20,DHL,5750,2300.0,920.0,0.4,40.0,Saskatchewan,Prairies,Regina
Costco,1197831,2022-10-04,Diet Coke,54,UPS,5750,2300.0,920.0,0.4,40.0,Saskatchewan,Prairies,Regina
Costco,1197831,2022-10-04,Sprite,28,UPS,5250,2363.0,945.0,0.45,40.0,Saskatchewan,Prairies,Moose Jaw
Costco,1197831,2022-10-04,Fanta,41,FedEx,3750,1688.0,844.0,0.45,50.0,Saskatchewan,Prairies,Prince Albert
Costco,1197831,2022-10-04,Powerade,50,FedEx,3500,1225.0,429.0,0.35,35.0,Saskatchewan,Prairies,Prince Albert
Costco,1197831,2022-10-04,Dasani Water,16,FedEx,5250,2363.0,1299.0,0.45,55.0,Saskatchewan,Prairies,Yorkton
Costco,1197831,2022-11-05,Coca-Cola,36,FedEx,6750,2363.0,945.0,0.35,40.0,Saskatchewan,Prairies,Prince Albert
Costco,1197831,2022-11-05,Diet Coke,20,USPS,6750,2363.0,945.0,0.35,40.0,Saskatchewan,Prairies,Prince Albert
Costco,1197831,2022-11-05,Sprite,24,UPS,6000,3600.0,1440.0,0.6,40.0,Saskatchewan,Prairies,Saskatoon
Costco,1197831,2022-11-05,Fanta,26,DHL,4500,2700.0,1350.0,0.6,50.0,Saskatchewan,Prairies,Moose Jaw
Costco,1197831,2022-11-05,Powerade,33,UPS,4250,2338.0,818.0,0.55,35.0,Saskatchewan,Prairies,Yorkton
Costco,1197831,2022-11-05,Dasani Water,34,USPS,6250,4063.0,2234.0,0.65,55.0,Saskatchewan,Prairies,Regina
Costco,1197831,2022-12-04,Coca-Cola,50,FedEx,7750,4263.0,1705.0,0.55,40.0,Saskatchewan,Prairies,Regina
Costco,1197831,2022-12-04,Diet Coke,59,UPS,7750,4263.0,1705.0,0.55,40.0,Saskatchewan,Prairies,Yorkton
Costco,1197831,2022-12-04,Sprite,53,DHL,6750,4050.0,1620.0,0.6,40.0,Saskatchewan,Prairies,Yorkton
Costco,1197831,2022-12-04,Fanta,47,FedEx,5250,3150.0,1575.0,0.6,50.0,Saskatchewan,Prairies,Moose Jaw
Costco,1197831,2022-12-04,Powerade,51,UPS,4750,2613.0,914.0,0.55,35.0,Saskatchewan,Prairies,Regina
Costco,1197831,2022-12-04,Dasani Water,59,UPS,7250,4713.0,2592.0,0.65,55.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-01-23,Coca-Cola,40,UPS,4250,1275.0,446.0,0.3,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-01-23,Diet Coke,40,DHL,4250,1700.0,680.0,0.4,40.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-01-23,Sprite,60,DHL,4250,1700.0,595.0,0.4,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-01-23,Fanta,50,FedEx,2750,1100.0,385.0,0.4,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-01-23,Powerade,18,UPS,2250,1013.0,304.0,0.45,30.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-01-23,Dasani Water,19,DHL,4250,1700.0,425.0,0.4,25.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-02-23,Coca-Cola,20,USPS,4750,1425.0,499.0,0.3,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-02-23,Diet Coke,41,FedEx,3750,1500.0,600.0,0.4,40.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-02-23,Sprite,32,USPS,3750,1500.0,525.0,0.4,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-02-23,Fanta,47,UPS,2250,900.0,315.0,0.4,35.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-02-23,Powerade,52,DHL,1500,675.0,203.0,0.45,30.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-02-23,Dasani Water,43,FedEx,3500,1400.0,350.0,0.4,25.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-03-22,Coca-Cola,24,FedEx,5000,2000.0,700.0,0.4,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-03-22,Diet Coke,39,FedEx,3500,1750.0,700.0,0.5,40.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-03-22,Sprite,35,USPS,3500,1750.0,613.0,0.5,35.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-03-22,Fanta,30,USPS,2250,1125.0,394.0,0.5,35.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-03-22,Powerade,30,FedEx,1250,688.0,206.0,0.55,30.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-03-22,Dasani Water,43,DHL,3250,1625.0,406.0,0.5,25.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-04-23,Coca-Cola,55,USPS,5000,2500.0,875.0,0.5,35.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-04-23,Diet Coke,30,DHL,3000,1650.0,660.0,0.55,40.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-04-23,Sprite,39,USPS,3500,1925.0,674.0,0.55,35.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-04-23,Fanta,21,FedEx,2500,1250.0,438.0,0.5,35.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-04-23,Powerade,54,USPS,1500,825.0,248.0,0.55,30.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-04-23,Dasani Water,35,USPS,3250,2275.0,569.0,0.7,25.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-05-24,Coca-Cola,40,USPS,5250,2625.0,919.0,0.5,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-05-24,Diet Coke,43,USPS,3750,2063.0,825.0,0.55,40.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-05-24,Sprite,50,FedEx,4000,2200.0,770.0,0.55,35.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-05-24,Fanta,25,UPS,3000,1500.0,525.0,0.5,35.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-05-24,Powerade,21,USPS,2000,1100.0,330.0,0.55,30.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-05-24,Dasani Water,29,DHL,3750,2625.0,656.0,0.7,25.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-06-23,Coca-Cola,29,USPS,6250,3125.0,1094.0,0.5,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-06-23,Diet Coke,45,FedEx,4750,2613.0,1045.0,0.55,40.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-06-23,Sprite,38,DHL,4750,2613.0,914.0,0.55,35.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-06-23,Fanta,40,FedEx,3500,1750.0,613.0,0.5,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-06-23,Powerade,52,DHL,2250,1238.0,371.0,0.55,30.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-06-23,Dasani Water,27,FedEx,5250,3675.0,919.0,0.7,25.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-07-22,Coca-Cola,43,DHL,6750,3375.0,1181.0,0.5,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-07-22,Diet Coke,41,FedEx,5250,2888.0,1155.0,0.55,40.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-07-22,Sprite,24,FedEx,4750,2613.0,914.0,0.55,35.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-07-22,Fanta,16,UPS,3750,1875.0,656.0,0.5,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-07-22,Powerade,40,FedEx,4250,2338.0,701.0,0.55,30.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-07-22,Dasani Water,48,DHL,4250,2975.0,744.0,0.7,25.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-08-23,Coca-Cola,43,FedEx,6250,3438.0,1203.0,0.55,35.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-08-23,Diet Coke,47,DHL,5750,3450.0,1380.0,0.6,40.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-08-23,Sprite,21,UPS,4500,2475.0,866.0,0.55,35.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-08-23,Fanta,56,FedEx,4000,2200.0,770.0,0.55,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-08-23,Powerade,58,UPS,4000,2600.0,780.0,0.65,30.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-08-23,Dasani Water,40,DHL,3750,2625.0,656.0,0.7,25.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-09-24,Coca-Cola,44,DHL,5750,2588.0,906.0,0.45,35.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-09-24,Diet Coke,30,USPS,5750,2875.0,1150.0,0.5,40.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-09-24,Sprite,37,UPS,4250,1913.0,669.0,0.45,35.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-09-24,Fanta,32,UPS,3750,1688.0,591.0,0.45,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-09-24,Powerade,51,DHL,3750,2063.0,619.0,0.55,30.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-09-24,Dasani Water,30,FedEx,4250,2550.0,638.0,0.6,25.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-10-23,Coca-Cola,31,USPS,5000,2250.0,788.0,0.45,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-10-23,Diet Coke,22,USPS,5000,2500.0,1000.0,0.5,40.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-10-23,Sprite,23,DHL,3250,1463.0,512.0,0.45,35.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-10-23,Fanta,33,UPS,3000,1350.0,473.0,0.45,35.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-10-23,Powerade,50,DHL,2750,1513.0,454.0,0.55,30.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-10-23,Dasani Water,16,DHL,3250,1950.0,488.0,0.6,25.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-11-23,Coca-Cola,17,DHL,5000,2250.0,788.0,0.45,35.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-11-23,Diet Coke,39,USPS,5250,2625.0,1050.0,0.5,40.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-11-23,Sprite,20,USPS,3750,1688.0,591.0,0.45,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-11-23,Fanta,49,USPS,3500,1575.0,551.0,0.45,35.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-11-23,Powerade,35,FedEx,3000,1650.0,495.0,0.55,30.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-11-23,Dasani Water,15,USPS,4250,2550.0,638.0,0.6,25.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-12-22,Coca-Cola,49,USPS,6250,2813.0,984.0,0.45,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-12-22,Diet Coke,44,DHL,6250,3125.0,1250.0,0.5,40.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-12-22,Sprite,40,USPS,4250,1913.0,669.0,0.45,35.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-12-22,Fanta,17,UPS,4250,1913.0,669.0,0.45,35.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-12-22,Powerade,16,UPS,3500,1925.0,578.0,0.55,30.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-12-22,Dasani Water,39,UPS,4500,2700.0,675.0,0.6,25.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-01-26,Coca-Cola,57,FedEx,4750,1663.0,582.0,0.35,35.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-01-26,Diet Coke,33,FedEx,4750,2138.0,855.0,0.45,40.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-01-26,Sprite,47,DHL,4750,2138.0,748.0,0.45,35.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-01-26,Fanta,51,DHL,3250,1463.0,512.0,0.45,35.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-01-26,Powerade,24,FedEx,2750,1375.0,413.0,0.5,30.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-01-26,Dasani Water,58,FedEx,4750,2138.0,534.0,0.45,25.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-02-26,Coca-Cola,57,FedEx,5250,1838.0,643.0,0.35,35.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-02-26,Diet Coke,27,FedEx,4250,1913.0,765.0,0.45,40.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-02-26,Sprite,34,USPS,4250,1913.0,669.0,0.45,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-02-26,Fanta,22,UPS,2750,1238.0,433.0,0.45,35.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-02-26,Powerade,28,UPS,2000,1000.0,300.0,0.5,30.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-02-26,Dasani Water,47,USPS,4000,1800.0,450.0,0.45,25.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-03-25,Coca-Cola,50,FedEx,5500,2475.0,866.0,0.45,35.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-03-25,Diet Coke,24,FedEx,4000,2200.0,880.0,0.55,40.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-03-25,Sprite,16,USPS,4000,2200.0,770.0,0.55,35.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-03-25,Fanta,43,FedEx,2750,1513.0,529.0,0.55,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-03-25,Powerade,27,DHL,1750,1050.0,315.0,0.6,30.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-03-25,Dasani Water,22,USPS,3750,2063.0,516.0,0.55,25.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-04-26,Coca-Cola,16,USPS,5500,3025.0,1059.0,0.55,35.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-04-26,Diet Coke,39,USPS,3500,2100.0,840.0,0.6,40.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-04-26,Sprite,24,DHL,4000,2400.0,840.0,0.6,35.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-04-26,Fanta,34,DHL,3000,1650.0,578.0,0.55,35.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-04-26,Powerade,36,USPS,2000,1200.0,360.0,0.6,30.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-04-26,Dasani Water,18,DHL,3750,2813.0,703.0,0.75,25.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-05-27,Coca-Cola,39,USPS,5750,3163.0,1107.0,0.55,35.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-05-27,Diet Coke,34,UPS,4250,2550.0,1020.0,0.6,40.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-05-27,Sprite,37,USPS,4500,2700.0,945.0,0.6,35.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-05-27,Fanta,15,FedEx,3500,1925.0,674.0,0.55,35.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-05-27,Powerade,30,USPS,2500,1500.0,450.0,0.6,30.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-05-27,Dasani Water,30,DHL,4250,3188.0,797.0,0.75,25.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-06-26,Coca-Cola,15,FedEx,7000,3850.0,1348.0,0.55,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-06-26,Diet Coke,36,FedEx,5500,3300.0,1320.0,0.6,40.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-06-26,Sprite,50,USPS,5500,3300.0,1155.0,0.6,35.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-06-26,Fanta,34,FedEx,4250,2338.0,818.0,0.55,35.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-06-26,Powerade,21,FedEx,3000,1800.0,540.0,0.6,30.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-06-26,Dasani Water,52,DHL,6000,4500.0,1125.0,0.75,25.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-07-25,Coca-Cola,51,DHL,7500,4125.0,1444.0,0.55,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-07-25,Diet Coke,21,DHL,6000,3600.0,1440.0,0.6,40.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-07-25,Sprite,43,DHL,5500,3300.0,1155.0,0.6,35.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-07-25,Fanta,26,UPS,4500,2475.0,866.0,0.55,35.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-07-25,Powerade,42,DHL,5000,3000.0,900.0,0.6,30.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-07-25,Dasani Water,29,DHL,5000,3750.0,938.0,0.75,25.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-08-26,Coca-Cola,42,DHL,7000,4200.0,1470.0,0.6,35.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-08-26,Diet Coke,26,DHL,6500,4225.0,1690.0,0.65,40.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-08-26,Sprite,54,DHL,5250,3150.0,1103.0,0.6,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-08-26,Fanta,43,DHL,4750,2850.0,998.0,0.6,35.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-08-26,Powerade,23,DHL,4750,3325.0,998.0,0.7,30.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-08-26,Dasani Water,19,USPS,4500,3375.0,844.0,0.75,25.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-09-27,Coca-Cola,30,FedEx,6250,3125.0,1094.0,0.5,35.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-09-27,Diet Coke,59,USPS,6250,3438.0,1375.0,0.55,40.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-09-27,Sprite,39,UPS,4750,2375.0,831.0,0.5,35.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-09-27,Fanta,35,DHL,4250,2125.0,744.0,0.5,35.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-09-27,Powerade,17,UPS,4250,2550.0,765.0,0.6,30.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-09-27,Dasani Water,34,USPS,4750,3088.0,772.0,0.65,25.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-10-26,Coca-Cola,28,USPS,5500,2750.0,963.0,0.5,35.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-10-26,Diet Coke,23,DHL,5500,3025.0,1210.0,0.55,40.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-10-26,Sprite,54,UPS,3750,1875.0,656.0,0.5,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-10-26,Fanta,36,USPS,3500,1750.0,613.0,0.5,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-10-26,Powerade,52,UPS,3250,1950.0,585.0,0.6,30.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-10-26,Dasani Water,36,FedEx,3750,2813.0,703.0,0.75,25.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-11-26,Coca-Cola,26,FedEx,5500,3300.0,1155.0,0.6,35.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-11-26,Diet Coke,18,DHL,6000,3900.0,1560.0,0.65,40.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-11-26,Sprite,24,DHL,4500,2700.0,945.0,0.6,35.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-11-26,Fanta,51,DHL,4250,2550.0,893.0,0.6,35.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-11-26,Powerade,24,FedEx,3750,2625.0,788.0,0.7,30.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-11-26,Dasani Water,31,DHL,5000,3750.0,938.0,0.75,25.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-12-25,Coca-Cola,32,UPS,7000,4200.0,1470.0,0.6,35.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-12-25,Diet Coke,15,FedEx,7000,4550.0,1820.0,0.65,40.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-12-25,Sprite,47,USPS,5000,3000.0,1050.0,0.6,35.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-12-25,Fanta,25,DHL,5000,3000.0,1050.0,0.6,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-12-25,Powerade,28,FedEx,4250,2975.0,893.0,0.7,30.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-12-25,Dasani Water,27,FedEx,5250,3938.0,984.0,0.75,25.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-01-13,Coca-Cola,55,FedEx,4500,1350.0,540.0,0.3,40.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-01-13,Diet Coke,47,FedEx,4500,1800.0,720.0,0.4,40.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-01-13,Sprite,17,FedEx,4500,1800.0,630.0,0.4,35.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-01-13,Fanta,52,USPS,3000,1200.0,480.0,0.4,40.0,Saskatchewan,Prairies,Regina
FreshCo,1128299,2022-01-13,Powerade,43,UPS,2500,1125.0,394.0,0.45,35.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-01-13,Dasani Water,20,USPS,4500,1800.0,450.0,0.4,25.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-02-13,Coca-Cola,27,USPS,5000,1500.0,600.0,0.3,40.0,Saskatchewan,Prairies,Prince Albert
FreshCo,1128299,2022-02-13,Diet Coke,21,USPS,4000,1600.0,640.0,0.4,40.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-02-13,Sprite,30,DHL,4000,1600.0,560.0,0.4,35.0,Saskatchewan,Prairies,Saskatoon
FreshCo,1128299,2022-02-13,Fanta,19,FedEx,2500,1000.0,400.0,0.4,40.0,Saskatchewan,Prairies,Moose Jaw
FreshCo,1128299,2022-02-13,Powerade,29,USPS,1750,788.0,276.0,0.45,35.0,Saskatchewan,Prairies,Yorkton
FreshCo,1128299,2022-02-13,Dasani Water,20,USPS,3750,1500.0,375.0,0.4,25.0,Alberta,Prairies,Red Deer
FreshCo,1128299,2022-03-12,Coca-Cola,20,USPS,5250,2100.0,840.0,0.4,40.0,Alberta,Prairies,Edmonton
FreshCo,1128299,2022-03-12,Diet Coke,50,DHL,3750,1875.0,750.0,0.5,40.0,Alberta,Prairies,Edmonton
FreshCo,1128299,2022-03-12,Sprite,58,USPS,3750,1875.0,656.0,0.5,35.0,Alberta,Prairies,Lethbridge
FreshCo,1128299,2022-03-12,Fanta,33,UPS,2500,1250.0,500.0,0.5,40.0,Alberta,Prairies,Calgary
FreshCo,1128299,2022-03-12,Powerade,43,DHL,1500,825.0,289.0,0.55,35.0,Alberta,Prairies,Medicine Hat
FreshCo,1128299,2022-03-12,Dasani Water,60,USPS,3500,1750.0,438.0,0.5,25.0,Alberta,Prairies,Lethbridge
FreshCo,1128299,2022-04-13,Coca-Cola,49,USPS,5250,2625.0,1050.0,0.5,40.0,Alberta,Prairies,Red Deer
FreshCo,1128299,2022-04-13,Diet Coke,60,USPS,3250,1788.0,715.0,0.55,40.0,Alberta,Prairies,Medicine Hat
FreshCo,1128299,2022-04-13,Sprite,53,DHL,3750,2063.0,722.0,0.55,35.0,Alberta,Prairies,Calgary
FreshCo,1128299,2022-04-13,Fanta,21,DHL,2750,1375.0,550.0,0.5,40.0,Alberta,Prairies,Edmonton
FreshCo,1128299,2022-04-13,Powerade,28,USPS,1750,963.0,337.0,0.55,35.0,Alberta,Prairies,Edmonton
FreshCo,1128299,2022-04-13,Dasani Water,19,DHL,3500,2450.0,613.0,0.7,25.0,Alberta,Prairies,Calgary
